LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS,razem_kontynuowane,MRiPS_kontynuowane,MSWIA_kontynuowane,MZ_kontynuowane,MEiN_kontynuowane,MKDNiS],razem_wypelnione,MRiPS_wypelnione,MSWIA_wypelnione,MZ_wypelnione,MEiN_wypelnione,MKDNiS_wypelnione,razem_rodzin_ogolem,MRiPS_rodzin_ogolem,MSWIA_rodzin_ogolem,MZ_rodzin_ogolem,MEiN_rodzin_ogolem,MKDNiS_rodzin_ogolem,razem_rodzin_psychiczna,MRiPS_rodzin_psychiczna,MSWIA_rodzin_psychiczna,MZ_rodzin_psychiczna,MEiN_rodzin_psychiczna,MKDNiS_rodzin_psychiczna,razem_rodzin_fizyczna,MRiPS_rodzin_fizyczna,MSWIA_rodzin_fizyczna,MZ_rodzin_fizyczna,MEiN_rodzin_fizyczna,MKDNiS_rodzin_fizyczna,razem_rodzin_seksualna,MRiPS_rodzin_seksualna,MSWIA_rodzin_seksualna,MZ_rodzin_seksualna,MEiN_rodzin_seksualna,MKDNiS_rodzin_seksualna,razem_osob,MRiPS_osob,MSWIA_osob,MZ_osob,MEiN_osob,MKDNiS_osob,razem_ogolem,MRiPS_ogolem,MSWIA_ogolem,MZ_ogolem,MEiN_ogolem,MKDNiS_ogolem,razem_kobiety_ogolem,MRiPS_kobiety_ogolem,MSWIA_kobiety_ogolem,MZ_kobiety_ogolem,MEiN_kobiety_ogolem,MKDNiS_kobiety_ogolem,razem_kobiety_niepelnosprawne,MRiPS_kobiety_niepelnosprawne,MSWIA_kobiety_niepelnosprawne,MZ_kobiety_niepelnosprawne,MEiN_kobiety_niepelnosprawne,MKDNiS_kobiety_niepelnosprawne,razem_kobiety_starsze,MRiPS_kobiety_starsze,MSWIA_kobiety_starsze,MZ_kobiety_starsze,MEiN_kobiety_starsze,MKDNiS_kobiety_starsze,razem_mezczyzni_ogolem,MRiPS_mezczyzni_ogolem,MSWIA_mezczyzni_ogolem,MZ_mezczyzni_ogolem,MEiN_mezczyzni_ogolem,MKDNiS_mezczyzni_ogolem,razem_mezczyzni_niepelnosprawni,MRiPS_mezczyzni_niepelnosprawni,MSWIA_mezczyzni_niepelnosprawni,MZ_mezczyzni_niepelnosprawni,MEiN_mezczyzni_niepelnosprawni,MKDNiS_mezczyzni_niepelnosprawni,razem_mezczyzni_starsi,MRiPS_mezczyzni_starsi,MSWIA_mezczyzni_starsi,MZ_mezczyzni_starsi,MEiN_mezczyzni_starsi,MKDNiS_mezczyzni_starsi,razem_dzieci_ogolem,MRiPS_dzieci_ogolem,MSWIA_dzieci_ogolem,MZ_dzieci_ogolem,MEiN_dzieci_ogolem,MKDNiS_dzieci_ogolem,razem_dzieci_dziewczynki,MRiPS_dzieci_dziewczynki,MSWIA_dzieci_dziewczynki,MZ_dzieci_dziewczynki,MEiN_dzieci_dziewczynki,MKDNiS_dzieci_dziewczynki,razem_dzieci_chlopcy,MRiPS_dzieci_chlopcy,MSWIA_dzieci_chlopcy,MZ_dzieci_chlopcy,MEiN_dzieci_chlopcy,MKDNiS_dzieci_chlopcy,razem_dzieci_niepelnosprawne,MRiPS_dzieci_niepelnosprawne,MSWIA_dzieci_niepelnosprawne,MZ_dzieci_niepelnosprawne,MEiN_dzieci_niepelnosprawne,MKDNiS_dzieci_niepelnosprawne,razem_formularze_C,MRiPS_formularze_C,MSWIA_formularze_C,MZ_formularze_C,MEiN_formularze_C,MKDNiS_formularze_C
2013,świętokrzyskie,ostrowiecki,Bałtów,wiejska,OPS,302607022000,3,3,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X,8,8,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X
2014,świętokrzyskie,ostrowiecki,Bodzechów,wiejska,OPS,302607032000,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X
2015,świętokrzyskie,ostrowiecki,Ćmielów,miejsko-wiejska,OPS,302607043000,12,12,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,12,12,X,X,X,X,12,12,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,25,25,X,X,X,X,25,25,X,X,X,X,12,12,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X
2016,świętokrzyskie,ostrowiecki,Kunów,miejsko-wiejska,OPS,302607053000,19,19,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,19,19,X,X,X,X,14,14,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,61,61,X,X,X,X,61,61,X,X,X,X,26,26,X,X,X,X,3,3,X,X,X,X,5,5,X,X,X,X,28,28,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,14,14,X,X,X,X
2017,świętokrzyskie,ostrowiecki,Ostrowiec Świętokrzyski,miejska,OPS,302607011000,126,126,X,X,X,X,43,43,X,X,X,X,0,0,X,X,X,X,116,116,X,X,X,X,112,112,X,X,X,X,91,91,X,X,X,X,4,4,X,X,X,X,396,396,X,X,X,X,396,396,X,X,X,X,132,132,X,X,X,X,1,1,X,X,X,X,25,25,X,X,X,X,126,126,X,X,X,X,3,3,X,X,X,X,15,15,X,X,X,X,138,138,X,X,X,X,59,59,X,X,X,X,79,79,X,X,X,X,2,2,X,X,X,X,84,84,X,X,X,X
2018,świętokrzyskie,ostrowiecki,Waśniów,wiejska,OPS,302607062000,16,16,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X,20,20,X,X,X,X,17,17,X,X,X,X,0,0,X,X,X,X,60,60,X,X,X,X,55,55,X,X,X,X,19,19,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,20,20,X,X,X,X,13,13,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,12,12,X,X,X,X
2019,świętokrzyskie,pińczowski,Działoszyce,miejsko-wiejska,OPS,302608013000,14,14,X,X,X,X,11,11,X,X,X,X,3,3,X,X,X,X,23,23,X,X,X,X,23,23,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,81,81,X,X,X,X,25,25,X,X,X,X,18,18,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,14,14,X,X,X,X
2020,świętokrzyskie,pińczowski,Kije,wiejska,OPS,302608022000,15,15,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,20,20,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X,0,0,X,X,X,X,41,41,X,X,X,X,41,41,X,X,X,X,21,21,X,X,X,X,3,3,X,X,X,X,4,4,X,X,X,X,8,8,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,12,12,X,X,X,X,3,3,X,X,X,X,9,9,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X
2021,świętokrzyskie,pińczowski,Michałów,wiejska,OPS,302608032000,8,8,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,14,14,X,X,X,X,14,14,X,X,X,X,14,14,X,X,X,X,0,0,X,X,X,X,34,34,X,X,X,X,14,14,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X
2022,świętokrzyskie,pińczowski,Pińczów,miejsko-wiejska,OPS,302608043000,49,49,X,X,X,X,24,24,X,X,X,X,19,19,X,X,X,X,73,73,X,X,X,X,45,45,X,X,X,X,30,30,X,X,X,X,0,0,X,X,X,X,235,235,X,X,X,X,235,235,X,X,X,X,89,89,X,X,X,X,5,5,X,X,X,X,17,17,X,X,X,X,90,90,X,X,X,X,1,1,X,X,X,X,6,6,X,X,X,X,56,56,X,X,X,X,36,36,X,X,X,X,20,20,X,X,X,X,1,1,X,X,X,X,41,41,X,X,X,X
2023,świętokrzyskie,pińczowski,Złota,wiejska,OPS,302608052000,5,5,X,X,X,X,5,5,X,X,X,X,6,6,X,X,X,X,10,10,X,X,X,X,4,4,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,26,26,X,X,X,X,13,13,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X
2024,świętokrzyskie,sandomierski,Dwikozy,wiejska,OPS,302609022000,31,31,X,X,X,X,7,7,X,X,X,X,9,9,X,X,X,X,31,31,X,X,X,X,29,29,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,75,75,X,X,X,X,75,75,X,X,X,X,26,26,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,27,27,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,22,22,X,X,X,X,10,10,X,X,X,X,12,12,X,X,X,X,0,0,X,X,X,X,17,17,X,X,X,X
2025,świętokrzyskie,sandomierski,Klimontów,wiejska,OPS,302609032000,21,21,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,21,21,X,X,X,X,21,21,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,76,76,X,X,X,X,48,48,X,X,X,X,19,19,X,X,X,X,0,0,X,X,X,X,6,6,X,X,X,X,27,27,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,16,16,X,X,X,X
2026,świętokrzyskie,sandomierski,Koprzywnica,miejsko-wiejska,OPS,302609043000,30,30,X,X,X,X,9,9,X,X,X,X,5,5,X,X,X,X,37,37,X,X,X,X,21,21,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,68,68,X,X,X,X,74,74,X,X,X,X,48,48,X,X,X,X,1,1,X,X,X,X,6,6,X,X,X,X,26,26,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X
2027,świętokrzyskie,sandomierski,Łoniów,wiejska,OPS,302609052000,16,16,X,X,X,X,3,3,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,56,56,X,X,X,X,19,19,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,19,19,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X,10,10,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,25,25,X,X,X,X
2028,świętokrzyskie,sandomierski,Obrazów,wiejska,OPS,302609062000,16,16,X,X,X,X,7,7,X,X,X,X,1,1,X,X,X,X,15,15,X,X,X,X,13,13,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,56,56,X,X,X,X,19,19,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,16,16,X,X,X,X
2029,świętokrzyskie,sandomierski,Samborzec,wiejska,OPS,302609072000,28,28,X,X,X,X,9,9,X,X,X,X,8,8,X,X,X,X,19,19,X,X,X,X,17,17,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,70,70,X,X,X,X,70,70,X,X,X,X,23,23,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,26,26,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,21,21,X,X,X,X,8,8,X,X,X,X,13,13,X,X,X,X,2,2,X,X,X,X,17,17,X,X,X,X
2030,świętokrzyskie,sandomierski,Sandomierz,miejska,OPS,302609011000,82,82,X,X,X,X,16,16,X,X,X,X,15,15,X,X,X,X,67,67,X,X,X,X,51,51,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,196,196,X,X,X,X,169,169,X,X,X,X,80,80,X,X,X,X,6,6,X,X,X,X,11,11,X,X,X,X,86,86,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,67,67,X,X,X,X
2031,świętokrzyskie,sandomierski,Wilczyce,wiejska,OPS,302609082000,14,14,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,14,14,X,X,X,X,14,14,X,X,X,X,14,14,X,X,X,X,0,0,X,X,X,X,59,59,X,X,X,X,59,59,X,X,X,X,22,22,X,X,X,X,3,3,X,X,X,X,5,5,X,X,X,X,19,19,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,18,18,X,X,X,X,7,7,X,X,X,X,11,11,X,X,X,X,4,4,X,X,X,X,15,15,X,X,X,X
2032,świętokrzyskie,sandomierski,Zawichost,miejsko-wiejska,OPS,302609093000,19,19,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,22,22,X,X,X,X,19,19,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,68,68,X,X,X,X,22,22,X,X,X,X,18,18,X,X,X,X,4,4,X,X,X,X,7,7,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X
2033,świętokrzyskie,skarżyski,Bliżyn,wiejska,OPS,302610022000,12,12,X,X,X,X,8,8,X,X,X,X,1,1,X,X,X,X,11,11,X,X,X,X,11,11,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,27,27,X,X,X,X,16,16,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X
2034,świętokrzyskie,skarżyski,Łączna,wiejska,OPS,302610032000,4,4,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,6,6,X,X,X,X,6,6,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X,6,6,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X
2035,świętokrzyskie,skarżyski,Skarżysko Kościelne,wiejska,OPS,302610042000,15,15,X,X,X,X,8,8,X,X,X,X,5,5,X,X,X,X,23,23,X,X,X,X,23,23,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,50,50,X,X,X,X,50,50,X,X,X,X,20,20,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,25,25,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,21,21,X,X,X,X
2036,świętokrzyskie,skarżyski,Skarżysko-Kamienna,miejska,OPS,302610011000,88,88,X,X,X,X,83,83,X,X,X,X,16,16,X,X,X,X,171,171,X,X,X,X,68,68,X,X,X,X,103,103,X,X,X,X,0,0,X,X,X,X,520,520,X,X,X,X,179,179,X,X,X,X,140,140,X,X,X,X,20,20,X,X,X,X,35,35,X,X,X,X,24,24,X,X,X,X,3,3,X,X,X,X,5,5,X,X,X,X,15,15,X,X,X,X,9,9,X,X,X,X,6,6,X,X,X,X,2,2,X,X,X,X,72,72,X,X,X,X
2037,świętokrzyskie,skarżyski,Suchedniów,miejsko-wiejska,OPS,302610053000,15,15,X,X,X,X,6,6,X,X,X,X,4,4,X,X,X,X,10,10,X,X,X,X,10,10,X,X,X,X,8,8,X,X,X,X,2,2,X,X,X,X,31,31,X,X,X,X,17,17,X,X,X,X,9,9,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X
2038,świętokrzyskie,starachowicki,Brody,wiejska,OPS,302611022000,101,101,X,X,X,X,39,39,X,X,X,X,39,39,X,X,X,X,80,80,X,X,X,X,74,74,X,X,X,X,42,42,X,X,X,X,0,0,X,X,X,X,169,169,X,X,X,X,97,97,X,X,X,X,71,71,X,X,X,X,12,12,X,X,X,X,5,5,X,X,X,X,21,21,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,68,68,X,X,X,X
2039,świętokrzyskie,starachowicki,Mirzec,wiejska,OPS,302611032000,47,47,X,X,X,X,14,14,X,X,X,X,5,5,X,X,X,X,47,47,X,X,X,X,47,47,X,X,X,X,25,25,X,X,X,X,0,0,X,X,X,X,76,76,X,X,X,X,76,76,X,X,X,X,53,53,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X,14,14,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,9,9,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,22,22,X,X,X,X
2040,świętokrzyskie,starachowicki,Pawłów,wiejska,OPS,302611042000,144,144,X,X,X,X,35,35,X,X,X,X,36,36,X,X,X,X,108,108,X,X,X,X,79,79,X,X,X,X,36,36,X,X,X,X,1,1,X,X,X,X,389,389,X,X,X,X,159,159,X,X,X,X,110,110,X,X,X,X,4,4,X,X,X,X,8,8,X,X,X,X,38,38,X,X,X,X,2,2,X,X,X,X,8,8,X,X,X,X,11,11,X,X,X,X,4,4,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X
2041,świętokrzyskie,starachowicki,Starachowice,miejska,OPS,302611011000,406,406,X,X,X,X,33,33,X,X,X,X,45,45,X,X,X,X,326,326,X,X,X,X,286,286,X,X,X,X,171,171,X,X,X,X,0,0,X,X,X,X,773,773,X,X,X,X,393,393,X,X,X,X,307,307,X,X,X,X,34,34,X,X,X,X,61,61,X,X,X,X,64,64,X,X,X,X,5,5,X,X,X,X,18,18,X,X,X,X,22,22,X,X,X,X,11,11,X,X,X,X,11,11,X,X,X,X,1,1,X,X,X,X,12,12,X,X,X,X
2042,świętokrzyskie,starachowicki,Wąchock,miejsko-wiejska,OPS,302611053000,42,42,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,46,46,X,X,X,X,40,40,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,110,110,X,X,X,X,46,46,X,X,X,X,36,36,X,X,X,X,7,7,X,X,X,X,29,29,X,X,X,X,10,10,X,X,X,X,4,4,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,42,42,X,X,X,X
2043,świętokrzyskie,staszowski,Bogoria,wiejska,OPS,302612012000,29,29,X,X,X,X,10,10,X,X,X,X,5,5,X,X,X,X,29,29,X,X,X,X,0,0,X,X,X,X,29,29,X,X,X,X,0,0,X,X,X,X,39,39,X,X,X,X,39,39,X,X,X,X,26,26,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,35,35,X,X,X,X
2044,świętokrzyskie,staszowski,Łubnice,wiejska,OPS,302612022000,14,14,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,16,16,X,X,X,X,15,15,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,51,51,X,X,X,X,51,51,X,X,X,X,23,23,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,21,21,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X
2045,świętokrzyskie,staszowski,Oleśnica,wiejska,OPS,302612032000,17,17,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X,17,17,X,X,X,X,15,15,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,41,41,X,X,X,X,24,24,X,X,X,X,12,12,X,X,X,X,2,2,X,X,X,X,5,5,X,X,X,X,11,11,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,14,14,X,X,X,X
2046,świętokrzyskie,staszowski,Osiek,miejsko-wiejska,OPS,302612043000,29,29,X,X,X,X,36,36,X,X,X,X,2,2,X,X,X,X,29,29,X,X,X,X,15,15,X,X,X,X,14,14,X,X,X,X,0,0,X,X,X,X,59,59,X,X,X,X,59,59,X,X,X,X,31,31,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X,28,28,X,X,X,X,0,0,X,X,X,X,9,9,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,31,31,X,X,X,X
2047,świętokrzyskie,staszowski,Połaniec,miejsko-wiejska,OPS,302612053000,34,34,X,X,X,X,15,15,X,X,X,X,2,2,X,X,X,X,49,49,X,X,X,X,49,49,X,X,X,X,29,29,X,X,X,X,0,0,X,X,X,X,135,135,X,X,X,X,49,49,X,X,X,X,40,40,X,X,X,X,2,2,X,X,X,X,11,11,X,X,X,X,7,7,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,27,27,X,X,X,X
2048,świętokrzyskie,staszowski,Rytwiany,wiejska,OPS,302612062000,15,15,X,X,X,X,6,6,X,X,X,X,6,6,X,X,X,X,21,21,X,X,X,X,21,21,X,X,X,X,13,13,X,X,X,X,2,2,X,X,X,X,74,74,X,X,X,X,30,30,X,X,X,X,19,19,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,6,6,X,X,X,X,2,2,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,24,24,X,X,X,X
2049,świętokrzyskie,staszowski,Staszów,miejsko-wiejska,OPS,302612073000,74,74,X,X,X,X,60,60,X,X,X,X,46,46,X,X,X,X,134,134,X,X,X,X,105,105,X,X,X,X,29,29,X,X,X,X,0,0,X,X,X,X,218,218,X,X,X,X,134,134,X,X,X,X,109,109,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,15,15,X,X,X,X,9,9,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,37,37,X,X,X,X
2050,świętokrzyskie,staszowski,Szydłów,wiejska,OPS,302612082000,11,11,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,13,13,X,X,X,X,13,13,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,39,39,X,X,X,X,13,13,X,X,X,X,11,11,X,X,X,X,3,3,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X
2051,świętokrzyskie,włoszczowski,Kluczewsko,wiejska,OPS,302613012000,7,7,X,X,X,X,10,10,X,X,X,X,4,4,X,X,X,X,17,17,X,X,X,X,17,17,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,34,34,X,X,X,X,17,17,X,X,X,X,15,15,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,9,9,X,X,X,X
2052,świętokrzyskie,włoszczowski,Krasocin,wiejska,OPS,302613022000,35,35,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,29,29,X,X,X,X,23,23,X,X,X,X,11,11,X,X,X,X,0,0,X,X,X,X,110,110,X,X,X,X,110,110,X,X,X,X,42,42,X,X,X,X,0,0,X,X,X,X,9,9,X,X,X,X,45,45,X,X,X,X,1,1,X,X,X,X,6,6,X,X,X,X,23,23,X,X,X,X,7,7,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,29,29,X,X,X,X
2053,świętokrzyskie,włoszczowski,Moskorzew,wiejska,OPS,302613032000,3,3,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X
2054,świętokrzyskie,włoszczowski,Radków,wiejska,OPS,302613042000,8,8,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,8,8,X,X,X,X,2,2,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,15,15,X,X,X,X,16,16,X,X,X,X,5,5,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,6,6,X,X,X,X
2055,świętokrzyskie,włoszczowski,Secemin,wiejska,OPS,302613052000,15,15,X,X,X,X,2,2,X,X,X,X,6,6,X,X,X,X,13,13,X,X,X,X,13,13,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,32,32,X,X,X,X,32,32,X,X,X,X,12,12,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X
